CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Ownership Type,Certification Date
50T079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVE SE,-,PUYALLUP,WA,98372,Pierce,(253) 697-1663,10,Non-profit,08/01/2016
50T108,ST. JOSEPH MEDICAL CENTER,1717 SOUTH J ST,-,TACOMA,WA,98405,Pierce,(253) 426-6317,10,Non-profit,07/01/1984
50T124,EVERGREEN HEALTHCARE,12040 NE 128 ST.,-,KIRKLAND,WA,98034,King,(425) 899-2545,10,Government,01/01/2003
513025,SENECA REHABILITATION HOSPITAL,20 HOMESTEAD AVENUE,-,WHEELING,WV,26003,Ohio,(304) 234-0500,3,For profit,10/01/1983
513026,ENCOMPASS HEALTH REHAB HOSPITAL OF PRINCETON,120 12TH ST,-,PRINCETON,WV,24740,Mercer,(304) 487-8000,3,For profit,04/07/1987
513027,ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG,#3 WESTERN HILLS DRIVE,-,PARKERSBURG,WV,26105,Wood,(304) 420-1300,3,For profit,02/19/1988
513028,ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON,6900 WEST COUNTRY CLUB DRIVE,-,HUNTINGTON,WV,25705,Cabell,(304) 733-1060,3,For profit,01/17/1989
513030,ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN,1160 VAN VOORHIS ROAD,-,MORGANTOWN,WV,26504,Monongalia,(304) 598-1100,3,For profit,03/13/1991
51T001,WEST VIRGINIA UNIVERSITY HOSPITAL INC,ONE MEDICAL CENTER DRIVE,-,MORGANTOWN,WV,26506,Monongalia,(304) 598-4000,3,Non-profit,06/05/2025
51T012,"PLEASANT VALLEY HOSPITAL, INC",2520 VALLEY DRIVE,-,POINT PLEASANT,WV,25550,Mason,(304) 675-4340,3,Non-profit,10/01/2022
51T022,CHARLESTON AREA MED CNTR,501 MORRIS STREET,-,CHARLESTON,WV,25301,Kanawha,(304) 388-6306,3,Non-profit,01/01/2002
51T023,WEIRTON MEDICAL CENTER,601 COLLIERS WAY,-,WEIRTON,WV,26062,Hancock,(304) 797-6104,3,Government,07/01/2013
51T048,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DR,-,LOGAN,WV,25601,Logan,(304) 831-1325,3,For profit,10/01/2003
523025,ASCENSION SACRED HEART REHABILITATION HOSPITAL,13111 N PORT WASHINGTON RD SECOND FLOOR,-,MEQUON,WI,53097,Ozaukee,(262) 292-0400,5,Non-profit,07/01/1984
523027,REHABILITATION HOSPITAL OF WISCONSIN,1625 COLD WATER CREEK DRIVE,-,WAUKESHA,WI,53188,Waukesha,(262) 521-8800,5,For profit,11/12/2008
523028,UW HEALTH REHABILITATION HOSPITAL,5115 N BILTMORE LN,-,MADISON,WI,53718,Dane,(608) 592-8100,5,Non-profit,10/26/2015
523029,MILWAUKEE REHABILITATION HOSPITAL AT GREENFIELD,3200 S 103RD ST,-,MILWAUKEE,WI,53227,Milwaukee,(414) 441-0500,5,For profit,03/10/2022
523031,GREEN BAY REHABILITATION HOSPITAL,1110 KEPLER DR,-,GREEN BAY,WI,54311,Brown,(920) 304-9695,5,For profit,05/05/2023
523032,CLEARSKY REHABILITATION HOSPITAL OF KENOSHA,6308 8TH AVE,-,KENOSHA,WI,53143,Kenosha,(262) 771-0073,5,For profit,09/28/2023
523033,ENCOMPASS HEALTH REHABILITATION HSPTL OF FITCHBURG,5535 NOBEL DR,-,FITCHBURG,WI,53711,Dane,(608) 398-1000,5,For profit,12/01/2023
523034,PAM HEALTH REHABILITATION HOSPITAL OF WAUSAU,1111 WESTWOOD DR,-,WAUSAU,WI,54401,Marathon,(717) 731-9660,5,For profit,05/30/2024
523035,CLEARSKY REHABILITATION HOSPITAL LAKESHORE,1330 WILLOW WAY,-,CLEVELAND,WI,53015,Manitowoc,(920) 626-4530,5,For profit,10/13/2025
52T009,ASCENSION- MERCY HOSPITAL,500 SOUTH OAKWOOD ROAD,-,OSHKOSH,WI,54904,Outagamie,(920) 223-1200,5,Non-profit,06/01/2018
52T030,WAUSAU HOSPITAL,333 PINE RIDGE BLVD,-,WAUSAU,WI,54401,Marathon,(715) 847-2450,5,For profit,07/01/1989
52T037,MARSHFIELD MEDICAL CENTER,611 ST. JOSEPH AVENUE,-,MARSHFIELD,WI,54449,Wood,(715) 387-7548,5,Non-profit,10/01/1983
52T049,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,-,GREEN BAY,WI,54301,Brown,(920) 433-3655,5,Non-profit,10/01/2011
52T075,ST VINCENT HOSPITAL,835 S. VAN BUREN STREET,P.O. BOX 13508,GREEN BAY,WI,54307,Brown,(920) 433-8294,5,Non-profit,07/01/1984
52T087,GUNDERSEN LUTHERAN MEDICAL CENTER INC,1900 SOUTH AVENUE,-,LA CROSSE,WI,54601,La Crosse,(608) 775-3064,5,Non-profit,05/01/1984
52T088,ST AGNES HOSPITAL,430 E DIVISION ST,-,FOND DU LAC,WI,54935,Fond du Lac,(920) 926-4762,5,Non-profit,07/01/1985
52T096,WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS,3801 SPRING STREET,-,RACINE,WI,53405,Racine,(262) 687-5205,5,Non-profit,07/01/1992
52T136,ST JOSEPHS HOSPITAL,5000 WEST CHAMBERS STREET,-,MILWAUKEE,WI,53210,Milwaukee,(414) 447-2130,5,Non-profit,07/01/1987
52T138,AURORA HEALTH CARE METRO INC,2900 W OKLAHOMA AVE,-,MILWAUKEE,WI,53215,Sheboygan,(414) 649-5765,5,Non-profit,01/01/1985
52T160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,1818 N MEADE ST,-,APPLETON,WI,54911,Outagamie,(920) 731-4101,5,Non-profit,10/01/2025
52T177,FROEDTERT BLUEMOUND REHABILITATION HOSPITAL,10000 WEST BLUEMOUND RD,-,WAUWATOSA,WI,53226,Milwaukee,(414) 454-8097,5,Non-profit,06/15/2007
52T193,AURORA BAYCARE MEDICAL CENTER,PO 8900,-,GREEN BAY,WI,54308,Brown,(920) 288-8000,5,For profit,01/01/2003
52T206,AURORA MEDICAL CENTER,36500 AURORA DRIVE,-,SUMMIT,WI,53066,Waukesha,(262) 434-2605,5,Non-profit,05/03/2010
52TA05,LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,1701 SHARP ROAD,-,WATERFORD,WI,53185,Racine,(262) 534-7297,5,For profit,01/01/2023
52TA08,SELECT SPECIALTY HOSPITAL MADISON,801 BRAXTON PLACE,-,MADISON,WI,53715,Dane,(608) 260-2700,5,For profit,01/14/2025
533027,ELKHORN VALLEY REHABILITATION HOSPITAL LLC,5715 EAST 2ND STREET,-,CASPER,WY,82609,Natrona,(307) 265-0005,8,For profit,02/26/2008
53T014,CHEYENNE REGIONAL MEDICAL CENTER ARU,2600 EAST 18TH ST.,-,CHEYENNE,WY,82001,Laramie,(502) 596-6346,8,Non-profit,07/01/2016
673025,PAM REHABILITATION HOSPITAL OF ALLEN,1001 RAINTREE CIRCLE,-,ALLEN,TX,75013,Collin,(972) 908-2015,6,For profit,11/14/2007
673027,CENTRAL TEXAS REHABILITATION HOSPITAL,700 W 45TH ST,-,AUSTIN,TX,78705,Travis,(512) 407-2101,6,Non-profit,11/30/2007
673029,ENCOMPASS HEALTH REHABILITAITON HOSPITAL OF RICHAR,3351 WATERVIEW PARKWAY,-,RICHARDSON,TX,75080,Dallas,(972) 398-5700,6,For profit,04/02/2008
673030,KATE DISHMAN REHABILITATION HOSPITAL,2830 CALDER ST 6TH FL SOUTH,-,BEAUMONT,TX,77702,Jefferson,(409) 899-8380,6,For profit,04/24/2008
673031,METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,-,DALLAS,TX,75237,Dallas,(972) 708-8600,6,For profit,05/07/2008
673032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROUND,1400 HESTER'S CROSSING,-,ROUND ROCK,TX,78681,Williamson,(972) 308-8517,6,Non-profit,07/09/2008
673034,ENCOMPASS HEALTH REHABILITATION HOSPITAL VISION PA,117 VISION PARK BLVD,-,SHENANDOAH,TX,77302,Montgomery,(936) 444-1700,6,Physician,01/23/2009
673035,BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,6601 HARRIS PARKWAY,-,FORT WORTH,TX,76132,Tarrant,(214) 525-0619,6,Non-profit,01/23/2009
673036,SELECT REHABILITATION HOSPITAL OF DENTON,2620 SCRIPTURE STREET,-,DENTON,TX,76201,Denton,(940) 297-6500,6,For profit,12/24/2008
673038,MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,"21720 KINGSLAND BLVD, SUITE 102",-,KATY,TX,77450,Harris,(281) 579-5678,6,Physician,05/08/2009
673039,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ABILEN,6401 DIRECTORS PARKWAY,-,ABILENE,TX,79606,Taylor,(325) 691-1600,6,For profit,10/30/2009
673041,CARRUS REHABILITATION HOSPITAL,1810 WEST HIGHWAY 82,-,SHERMAN,TX,75092,Grayson,(903) 870-2600,6,For profit,08/27/2010
673042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUGAR,1325 HWY 6,-,SUGAR LAND,TX,77478,Fort Bend,(281) 276-7599,6,For profit,10/05/2010
673043,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN ROAD,-,DALLAS,TX,75230,Dallas,(214) 706-8200,6,For profit,10/07/2010
673044,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF THE MI,2304 HIGHWAY 121,-,BEDFORD,TX,76021,Tarrant,(817) 684-2000,6,For profit,11/05/2010
673045,MESQUITE REHABILITATION INSTITUTE,1023 N BELTLINE ROAD,-,MESQUITE,TX,75149,Dallas,(972) 216-2400,6,For profit,11/03/2010
673046,BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,2990 LEGACY DRIVE,-,FRISCO,TX,75034,Collin,(469) 888-5100,6,For profit,01/26/2011
673048,TEXAS REHABILITATION HOSPITAL,425 ALABAMA AVENUE,-,FORT WORTH,TX,76104,Tarrant,(817) 820-3400,6,For profit,06/09/2011
673049,NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,2041 SUNDANCE PARKWAY,-,NEW BRAUNFELS,TX,78130,Comal,(830) 625-6700,6,For profit,08/26/2011
673050,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CYPRES,13031 WORTHAM CENTER DRIVE,-,HOUSTON,TX,77065,Harris,(832) 280-2500,6,For profit,11/22/2011
673052,ENCOMPASS HEALTH REHABILITATION HOSPITAL THE VINTA,20180 CHASEWOOD PARK DRIVE,-,HOUSTON,TX,77070,Harris,(972) 308-8567,6,For profit,05/14/2012
673053,CORPUS CHRISTI REHABILITATION HOSPITAL,5726 ESPLANADE DRIVE,-,CORPUS CHRISTI,TX,78414,Nueces,(361) 906-3700,6,For profit,06/05/2012
673054,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN,330 W BEN WHITE BLVD,-,AUSTIN,TX,78704,Travis,(972) 308-8567,6,For profit,07/29/2012
673055,ACUTE REHABILITATION HOSPITAL OF PLANO,2301 MARSH LANE SUITE 200,-,PLANO,TX,75093,Collin,(972) 899-5510,6,For profit,01/04/2013
673056,PAM REHABILITATION HOSPITAL OF VICTORIA,101 JAMES COLEMAN DRIVE,-,VICTORIA,TX,77904,Victoria,(361) 894-7830,6,For profit,02/26/2014
673057,PAM HEALTH REHABILIATION HOSPTIAL OF KYLE,5980 KYLE PARKWAY,-,KYLE,TX,78640,Hays,(512) 262-0821,6,For profit,09/08/2014
673058,BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,2000 MEDICAL DRIVE,-,LAKEWAY,TX,78734,Travis,(512) 263-4500,6,For profit,01/16/2015
673059,"LAREDO REHABILITATION HOSPITAL, LLC",2005 A BUSTAMANTE STREET,-,LAREDO,TX,78041,Webb,(956) 764-8555,6,For profit,02/26/2015
673060,TEXAS REHABILITATION HOSPITAL OF ARLINGTON,900 W ARBROOK BLVD,-,ARLINGTON,TX,76015,Tarrant,(682) 308-9867,6,For profit,08/10/2015
673061,PAM REHABILITATION HOSPITAL OF CLEAR LAKE,110 EAST MEDICAL CENTER BLVD,-,WEBSTER,TX,77598,Harris,(832) 224-9500,6,For profit,08/20/2015
673062,CLEARSKY REHABILITATION HOSPITAL OF WEATHERFORD,703 EUREKA STREET,-,WEATHERFORD,TX,76086,Parker,(682) 803-0100,6,For profit,12/10/2015
673063,TRUSTPOINT REHAB HOSPITAL OF LUBBOCK,4302 PRINCETON,-,LUBBOCK,TX,79415,Lubbock,(806) 740-8413,6,For profit,08/01/2015
673065,"CHI ST. JOSEPH HEALTH REHABILITATION HOSPITAL, AN","1600 JOSEPH DRIVE, SUITE 2000",-,BRYAN,TX,77802,Brazos,(979) 213-4200,6,For profit,09/01/2016
673066,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PEARLA,2121 BUSINESS CENTER DR,-,PEARLAND,TX,77584,Brazoria,(346) 907-3000,6,For profit,11/10/2017
673067,PAM REHABILITATION HOSPITAL OF CORPUS CHRISTI,345 S WATER ST,-,CORPUS CHRISTI,TX,78401,Nueces,(361) 500-0600,6,For profit,05/25/2018
673068,PAM HEALTH REHABILITATION HOSPITAL OF SUGAR LAND,7622 BRANFORD PL,-,SUGAR LAND,TX,77479,Fort Bend,(281) 766-9002,6,For profit,11/19/2018
673069,PAM REHABILITATION HOSPITAL OF ROUND ROCK,351 SETON PARKWAY,-,ROUND ROCK,TX,78665,Williamson,(737) 708-9800,6,For profit,01/14/2019
673070,SOUTH PLAINS REHABILITATION HOSPITAL AN AFFILIATE,5406 COLGATE STREET,-,LUBBOCK,TX,79416,Lubbock,(806) 507-3500,6,For profit,07/09/2019
673071,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KATY,23331 GRAND RESERVE DRIVE,-,KATY,TX,77494,Fort Bend,(281) 505-3500,6,For profit,09/24/2019
673072,PAM HEALTH REHAB HOSPITAL OF HOUSTON HEIGHTS,"1917 ASHLAND ST, FL 4",-,HOUSTON,TX,77008,Harris,(713) 814-9100,6,For profit,10/08/2019
673073,LONGVIEW REHABILITATION HOSPITAL,701 E LOOP 281,-,LONGVIEW,TX,75605,Gregg,(430) 240-4600,6,For profit,10/14/2019
673074,TEMPLE REHABILITATION HOSPITAL,23621 SE H.K. DODGEN LOOP,-,TEMPLE,TX,76504,Bell,(254) 410-0555,6,For profit,11/13/2019
673075,PAM HEALTH REHABILITATION HOSPITAL OF EL PASO,1600 E CLIFF DR,-,EL PASO,TX,79902,El Paso,(915) 975-8630,6,For profit,02/18/2020
673076,CLEARSKY REHABILITATION HOSPITAL OF FLOWER MOUND,3100 PETERS COLONY ROAD,-,FLOWER MOUND,TX,75022,Denton,(469) 933-2855,6,For profit,02/05/2021
673077,TEXAS REHABILITATION HOSPITAL OF KELLER,791 S MAIN STREET,-,KELLER,TX,76248,Tarrant,(817) 562-9700,6,For profit,02/16/2021
673078,"SHANNON REHABILITATION HOSPITAL, AN AFFILIATE OF E",6046 APPALOOSA TRAIL,-,SAN ANGELO,TX,76901,Tom Green,(325) 284-4000,6,For profit,04/16/2021
673079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF WACO,3600 SOUTH LOOP 340 HIGHWAY,-,ROBINSON,TX,76706,McLennan,(254) 523-2200,6,For profit,08/13/2021
673080,REUNION REHABILITATION HOSPITAL PLANO,3600 MAPLESHADE LANE,-,PLANO,TX,75075,Collin,(469) 830-2350,6,For profit,05/25/2023
673081,ARLINGTON REGIONAL REHABILITATION HOSPITAL,4351 CENTREWAY PLACE,-,ARLINGTON,TX,76018,Tarrant,(682) 339-1400,6,For profit,04/25/2023
673083,EL PASO REHABILITATION HOSPITAL,2230 JOE BATTLE BLVD,-,EL PASO,TX,79938,El Paso,(915) 910-6041,6,For profit,06/23/2023
673088,CLEARSKY REHABILITATION HOSPITAL OF MANSFIELD,267 N STATE HIGHWAY 360,-,MANSFIELD,TX,76063,Tarrant,(817) 778-9361,6,For profit,07/26/2023
673089,CLEARSKY REHABILITATION HOSPITAL OF HARKER HEIGHTS,750 W CENTRAL TEXAS EXPRESSWAY,-,HARKER HEIGHTS,TX,76548,Bell,(254) 236-6820,6,For profit,09/07/2023
673096,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PROSPE,1231 MAHARD PARKWAY,-,PROSPER,TX,75078,Collin,(940) 207-6500,6,For profit,12/04/2023
67T055,METHODIST STONE OAK HOSPITAL,1139 E SONTERRA BLVD,-,SAN ANTONIO,TX,78258,Bexar,(210) 439-3635,6,For profit,03/01/2018
67T347,BAYLOR SCOTT AND WHITE THE HEART HOSPITAL CORINTH,2813 S MAYHILL ROAD,-,DENTON,TX,76208,Denton,(940) 320-2300,6,Physician,12/01/2024
713025,NORTH SHORE REHABILITATION HOSPITAL,"64030 HWY 434, 1ST AND 2ND FLOOR OF THE TOWER",-,LACOMBE,LA,70445,St. Tammany,(985) 218-4660,6,For profit,10/21/2019
713026,BOGALUSA REHABILITATION HOSPITAL,621 COLUMBIA STREET,-,BOGALUSA,LA,70427,WASHINGTON,(337) 254-4535,6,Non-profit,03/24/2020
713028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHREVE,8650 MILLICENT WAY,-,SHREVEPORT,LA,71115,Caddo,(318) 642-8100,6,For profit,08/20/2021
713029,SHREVEPORT REHABILITATION HOSPITAL LLC,1451 FERN CIRCLE,-,SHREVEPORT,LA,71105,Caddo,(318) 232-8880,6,For profit,02/18/2022
743025,REHABILITATION INSTITUTE OF SOUTH SAN ANTONIO,12011 S E LOOP 410,-,SAN ANTONIO,TX,78221,Bexar,(469) 713-1145,6,For profit,03/18/2024
743027,CLEARSKY REHABILITATION HOSPITAL OF BAYTOWN LLC,150 BLUE HERON PKWY,-,BAYTOWN,TX,77521,Harris,(281) 724-5442,6,For profit,05/07/2024
743028,EXALT HEALTH REHABILITATION HOSPITAL CONROE,2507 SOUTH LOOP 336 W,-,CONROE,TX,77304,Montgomery,(936) 380-8340,6,For profit,09/17/2024
743030,ENCOMPASS HEALTH REHABILITATION OF HOUSTON AT THE,3010 YELLOWSTONE BLVD,-,HOUSTON,TX,77054,Harris,(832) 380-7200,6,For profit,11/25/2024
743031,HORIZON MEDICAL CENTER OF MCKINNEY LLC,6601 W UNIVERSITY DRIVE,-,MC KINNEY,TX,75071,Collin,(469) 907-1355,6,For profit,12/10/2024
743032,CLEARSKY REHABILITATION HOSPITAL OF ROCKWALL COUNT,25 HOPE DRIVE,-,HEATH,TX,75032,Rockwall,(469) 361-2270,6,Non-profit,10/15/2025
743035,REHABILITATION HOSPITAL OF AMARILLO,7950 WALLACE BLVD,-,AMARILLO,TX,79124,Potter,(806) 484-3000,6,For profit,12/05/2025
